customer_id,age,gender,city,state,employment_type,occupation_category,monthly_income,credit_score,debt_to_income_ratio,years_employed,bank_account_age_months,customer_since_date,acquisition_channel
CUST0000069,42,Male,Coimbatore,Tamil Nadu,Small Business Owner,Small Business,52172,732,0.086,3.7,186.0,2025-04-12,Website
CUST0000070,38,Female,Rohini,Delhi,Small Business Owner,Trading,46955,661,0.605,2.7,125.0,2025-09-19,Paid Search
CUST0000071,28,Male,Salem,Tamil Nadu,Contract Worker,Operations Support,47927,551,0.799,3.3,80.0,2025-04-05,Mobile App
CUST0000072,29,Male,Rajkot,Gujarat,Self-employed,Sales and Retail,89014,666,0.239,5.1,32.0,2025-03-26,Mobile App
CUST0000073,37,Male,Nagpur,Maharashtra,Contract Worker,Manufacturing,52667,660,0.289,7.3,78.0,2024-05-21,Website
CUST0000074,30,Male,Warangal,Telangana,Salaried,Healthcare,76655,768,0.157,4.9,60.0,2024-12-04,Website
CUST0000075,36,Male,Nizamabad,Telangana,Salaried,Manufacturing,52201,708,0.081,4.9,74.0,2025-12-13,Paid Search
CUST0000076,29,Female,Saket,Delhi,Salaried,Education,26608,568,0.609,9.0,56.0,2024-11-01,Referral
CUST0000077,28,Female,Tirupati,Andhra Pradesh,Self-employed,Other Services,23608,652,0.497,3.7,26.0,2026-03-30,Mobile App
CUST0000078,27,Female,Nizamabad,Telangana,Self-employed,Transport and Logistics,67190,683,0.436,1.6,127.0,2024-12-10,Referral
CUST0000079,40,Male,Ghaziabad,Uttar Pradesh,Small Business Owner,Services Business,22177,566,0.52,1.9,56.0,2025-06-30,Website
CUST0000080,42,Female,New Delhi,Delhi,Salaried,Healthcare,102674,695,0.292,3.1,7.0,2024-05-18,Mobile App
CUST0000081,23,Female,Nagpur,Maharashtra,Salaried,Education,39308,671,0.245,3.0,148.0,2024-12-11,Website
CUST0000082,39,Male,Kota,Rajasthan,Salaried,IT and Services,62793,715,0.279,10.1,98.0,2025-04-26,Partner Marketplace
CUST0000083,29,Female,Jabalpur,Madhya Pradesh,Salaried,IT and Services,70568,755,0.299,4.7,99.0,2026-03-10,Mobile App
CUST0000084,29,Male,Mysuru,Karnataka,Salaried,IT and Services,55918,681,0.434,4.3,174.0,2025-09-28,Mobile App
CUST0000085,21,Male,Noida,Uttar Pradesh,Self-employed,Sales and Retail,22285,687,0.588,1.0,95.0,2026-02-24,Partner Marketplace
CUST0000086,28,Male,Vijayawada,Andhra Pradesh,Contract Worker,Construction,41116,666,0.346,8.0,123.0,2024-11-14,Mobile App
CUST0000087,30,Male,Nashik,Maharashtra,Salaried,Sales and Retail,33674,652,0.327,8.8,15.0,2024-07-22,DSA Agent
CUST0000088,22,Female,Ahmedabad,Gujarat,Gig Worker,Transport and Logistics,25421,589,0.743,2.0,115.0,2026-05-20,Referral
CUST0000089,45,Male,Jaipur,Rajasthan,Salaried,Healthcare,61293,665,0.104,3.4,41.0,2025-11-08,Website
CUST0000090,38,Female,Nashik,Maharashtra,Contract Worker,Manufacturing,23043,631,0.563,8.1,108.0,2025-03-19,Partner Marketplace
CUST0000091,33,Female,Howrah,West Bengal,Salaried,Sales and Retail,88194,770,0.39,13.0,66.0,2025-06-18,Mobile App
CUST0000092,36,Male,Kota,Rajasthan,Self-employed,Other Services,67647,719,0.094,8.1,50.0,2024-10-01,Mobile App
CUST0000093,39,Male,Guntur,Andhra Pradesh,Contract Worker,Construction,20959,517,0.805,3.9,63.0,2026-02-07,Partner Marketplace
CUST0000094,22,Male,Mumbai,Maharashtra,Self-employed,Sales and Retail,102717,686,0.553,2.0,102.0,2024-07-05,Website
CUST0000095,21,Male,Nagpur,Maharashtra,Contract Worker,Sales and Retail,36456,603,0.702,1.0,88.0,2025-07-23,Paid Search
CUST0000096,25,Male,Hubballi,Karnataka,Self-employed,Professional Services,36998,601,0.202,0.7,74.0,2025-12-08,DSA Agent
CUST0000097,36,Female,Chennai,Tamil Nadu,Salaried,Finance and Accounting,115776,756,0.278,5.8,67.0,2025-02-18,Mobile App
CUST0000098,21,Other,Rajkot,Gujarat,Self-employed,Sales and Retail,78009,646,0.701,1.0,49.0,2025-03-11,Partner Marketplace
CUST0000099,54,Male,Nashik,Maharashtra,Salaried,Education,61799,684,0.294,1.6,84.0,2024-08-24,Mobile App
CUST0000100,33,Male,Mysuru,Karnataka,Salaried,Sales and Retail,87508,741,0.623,5.7,35.0,2025-05-10,Partner Marketplace
CUST0000101,27,Male,Jodhpur,Rajasthan,Small Business Owner,Retail Business,86066,640,0.508,4.4,35.0,2024-10-30,Mobile App
CUST0000102,23,Male,Mysuru,Karnataka,Salaried,IT and Services,66784,701,0.219,3.0,160.0,2025-07-20,Paid Search
CUST0000103,34,Male,Rajkot,Gujarat,Salaried,IT and Services,39810,677,0.267,2.5,115.0,2025-08-10,Website
CUST0000104,37,Female,Mumbai,Maharashtra,Salaried,Healthcare,45753,631,0.339,2.9,72.0,2024-04-26,Website
CUST0000105,23,Male,Bengaluru,Karnataka,Salaried,Manufacturing,76251,716,0.376,3.0,94.0,2024-11-07,Mobile App
CUST0000106,27,Female,Saket,Delhi,Self-employed,Other Services,53314,640,0.568,1.9,119.0,2024-08-19,Website
CUST0000107,38,Female,Kozhikode,Kerala,Contract Worker,Operations Support,41569,561,0.62,1.9,48.0,2024-11-08,Mobile App
CUST0000108,32,Male,Vijayawada,Andhra Pradesh,Small Business Owner,Retail Business,57633,713,0.269,10.8,114.0,2025-10-02,DSA Agent
CUST0000109,31,Male,Warangal,Telangana,Self-employed,Professional Services,17651,563,0.652,4.4,36.0,2024-01-03,DSA Agent
CUST0000110,42,Female,Chennai,Tamil Nadu,Salaried,Sales and Retail,54485,575,0.646,1.7,14.0,2024-10-16,Website
CUST0000111,35,Female,Kanpur,Uttar Pradesh,Contract Worker,Other Services,19308,564,0.85,2.0,57.0,2025-11-08,Mobile App
CUST0000112,21,Male,Mysuru,Karnataka,Self-employed,Sales and Retail,54446,661,0.495,1.0,26.0,2026-04-26,Mobile App
CUST0000113,35,Male,Jodhpur,Rajasthan,Salaried,Healthcare,46637,674,0.418,5.9,37.0,2025-12-06,Website
CUST0000114,28,Female,Nashik,Maharashtra,Salaried,Manufacturing,38269,706,0.277,3.1,44.0,2024-02-10,DSA Agent
CUST0000115,29,Female,Ahmedabad,Gujarat,Salaried,Sales and Retail,64347,770,0.391,9.0,81.0,2026-05-06,Partner Marketplace
CUST0000116,43,Male,Mangaluru,Karnataka,Self-employed,Professional Services,12467,536,0.691,6.2,51.0,2025-04-26,Website
CUST0000117,42,Male,Nashik,Maharashtra,Self-employed,Transport and Logistics,71139,677,0.4,3.9,69.0,2024-04-03,Website
CUST0000118,28,Female,Mumbai,Maharashtra,Contract Worker,Sales and Retail,90198,681,0.16,4.4,19.0,2025-02-25,Mobile App
CUST0000119,42,Male,Vijayawada,Andhra Pradesh,Salaried,Education,80471,704,0.382,3.6,57.0,2024-09-15,Social Media
CUST0000120,24,Male,Chennai,Tamil Nadu,Self-employed,Other Services,50356,623,0.278,3.9,59.0,2025-04-18,Mobile App
CUST0000121,30,Male,Nashik,Maharashtra,Self-employed,Small Business,12896,583,0.646,2.3,11.0,2024-07-27,Mobile App
CUST0000122,26,Female,Nashik,Maharashtra,Salaried,Sales and Retail,105774,751,0.482,2.8,65.0,2025-09-15,DSA Agent
CUST0000123,33,Other,Mumbai,Maharashtra,Self-employed,Small Business,12000,620,0.2,8.7,38.0,2024-08-18,Paid Search
CUST0000124,21,Female,Chennai,Tamil Nadu,Self-employed,Professional Services,68263,666,0.144,1.0,153.0,2025-05-25,Mobile App
CUST0000125,23,Male,Ghaziabad,Uttar Pradesh,Contract Worker,Operations Support,55496,642,0.511,2.9,90.0,2024-09-06,Mobile App
CUST0000126,33,Female,Warangal,Telangana,Contract Worker,Sales and Retail,22538,605,0.563,3.9,72.0,2026-03-02,Website
CUST0000127,42,Male,Guntur,Andhra Pradesh,Contract Worker,Sales and Retail,40003,590,0.476,2.3,41.0,2026-01-13,Partner Marketplace
CUST0000128,34,Male,Gwalior,Madhya Pradesh,Contract Worker,Operations Support,29824,560,0.191,6.1,54.0,2025-07-05,Mobile App
CUST0000129,27,Male,Kota,Rajasthan,Salaried,Education,123246,725,0.196,2.3,103.0,2026-06-09,DSA Agent
CUST0000130,22,Male,Dwarka,Delhi,Contract Worker,Operations Support,49003,705,0.381,2.0,75.0,2024-02-14,Website
CUST0000131,28,Female,Thrissur,Kerala,Salaried,Sales and Retail,39134,686,0.537,6.4,42.0,2026-03-22,Social Media
CUST0000132,41,Female,Chennai,Tamil Nadu,Salaried,Manufacturing,80787,714,0.062,4.1,30.0,2024-12-05,Paid Search
CUST0000133,44,Female,Salem,Tamil Nadu,Salaried,Finance and Accounting,79887,724,0.262,6.2,61.0,2025-02-23,Social Media
CUST0000134,25,Female,Mangaluru,Karnataka,Salaried,Sales and Retail,67193,718,0.316,5.0,36.0,2025-02-11,Referral
CUST0000135,23,Male,Siliguri,West Bengal,Small Business Owner,Trading,178267,708,0.35,3.0,112.0,2026-06-12,Partner Marketplace
CUST0000136,24,Female,Karimnagar,Telangana,Small Business Owner,Small Business,118251,697,0.557,4.0,52.0,2025-03-20,DSA Agent
CUST0000137,28,Female,Lucknow,Uttar Pradesh,Salaried,Sales and Retail,53491,708,0.333,3.2,137.0,2024-11-02,Mobile App
CUST0000138,23,Male,Jodhpur,Rajasthan,Salaried,Healthcare,66610,740,0.057,3.0,45.0,2024-05-29,Website
CUST0000139,43,Female,Noida,Uttar Pradesh,Salaried,IT and Services,92134,692,0.286,1.5,72.0,2025-09-16,Partner Marketplace
CUST0000140,43,Male,Warangal,Telangana,Salaried,Sales and Retail,56635,685,0.244,4.0,68.0,2024-09-17,DSA Agent
CUST0000141,41,Male,Thrissur,Kerala,Small Business Owner,Services Business,130131,703,0.58,2.9,72.0,2024-06-10,Paid Search
CUST0000142,42,Male,Jabalpur,Madhya Pradesh,Self-employed,Transport and Logistics,39742,654,0.307,11.8,89.0,2025-12-07,Referral
CUST0000143,36,Male,Nizamabad,Telangana,Contract Worker,Manufacturing,50563,585,0.49,6.6,65.0,2024-08-30,Website
CUST0000144,44,Male,Nagpur,Maharashtra,Salaried,Sales and Retail,24800,728,0.247,12.1,61.0,2025-02-09,Partner Marketplace
CUST0000145,28,Female,Lucknow,Uttar Pradesh,Small Business Owner,Trading,12000,566,0.753,5.0,44.0,2026-05-02,Mobile App
CUST0000146,32,Male,Jodhpur,Rajasthan,Salaried,Finance and Accounting,43834,610,0.413,4.4,48.0,2025-09-27,DSA Agent
CUST0000147,31,Female,Udaipur,Rajasthan,Self-employed,Small Business,90155,639,0.628,2.4,58.0,2024-11-12,Mobile App
CUST0000148,40,Female,Pune,Maharashtra,Salaried,Education,72723,759,0.319,10.8,42.0,2024-11-30,Mobile App
CUST0000149,32,Male,Karimnagar,Telangana,Self-employed,Sales and Retail,52858,652,0.325,2.0,79.0,2026-04-30,Paid Search
CUST0000150,34,Male,Guntur,Andhra Pradesh,Gig Worker,Transport and Logistics,29445,544,0.769,2.5,57.0,2026-04-03,Social Media
CUST0000151,38,Female,Warangal,Telangana,Contract Worker,Operations Support,53198,666,0.438,7.4,25.0,2026-05-16,Website
CUST0000152,21,Male,Jaipur,Rajasthan,Salaried,IT and Services,76665,654,0.258,1.0,104.0,2025-04-10,DSA Agent
CUST0000153,45,Female,Nashik,Maharashtra,Contract Worker,Sales and Retail,27881,560,0.807,10.1,53.0,2024-04-20,Website
CUST0000154,38,Male,Vadodara,Gujarat,Small Business Owner,Retail Business,61327,618,0.478,4.4,27.0,2025-10-25,Referral
CUST0000155,21,Male,Kozhikode,Kerala,Self-employed,Small Business,59145,647,0.165,1.0,25.0,2024-05-23,Mobile App
CUST0000156,32,Male,Indore,Madhya Pradesh,Salaried,Manufacturing,70396,689,0.314,3.1,60.0,2024-05-18,Website
CUST0000157,42,Male,Tirupati,Andhra Pradesh,Self-employed,Professional Services,113513,649,0.566,1.6,78.0,2026-06-25,Mobile App
CUST0000158,30,Female,Salem,Tamil Nadu,Small Business Owner,Food and Hospitality,73510,683,0.557,2.6,95.0,2024-02-03,Mobile App
CUST0000159,26,Male,Coimbatore,Tamil Nadu,Contract Worker,Manufacturing,57371,672,0.31,2.8,123.0,2025-12-03,Paid Search
CUST0000160,34,Female,Ahmedabad,Gujarat,Salaried,Finance and Accounting,94321,666,0.431,3.8,109.0,2024-05-05,Referral
CUST0000161,37,Male,Mysuru,Karnataka,Self-employed,Other Services,37589,699,0.399,8.8,41.0,2024-01-22,Mobile App
CUST0000162,28,Female,Bhopal,Madhya Pradesh,Salaried,Manufacturing,53157,649,0.209,8.0,87.0,2024-07-31,Referral
CUST0000163,31,Male,Warangal,Telangana,Contract Worker,Other Services,60303,620,0.367,4.4,83.0,2024-01-03,Social Media
CUST0000164,28,Female,Jabalpur,Madhya Pradesh,Contract Worker,Manufacturing,39006,670,0.261,3.6,84.0,2025-11-07,Mobile App
CUST0000165,43,Male,Pune,Maharashtra,Self-employed,Small Business,103985,745,0.7,2.7,65.0,2024-06-27,Mobile App
CUST0000166,42,Female,Chennai,Tamil Nadu,Gig Worker,Other Services,24735,580,0.602,2.6,45.0,2025-04-04,Website
CUST0000167,35,Female,Mysuru,Karnataka,Small Business Owner,Small Business,24299,607,0.325,7.3,32.0,2026-01-14,Referral
CUST0000168,32,Other,Saket,Delhi,Self-employed,Small Business,70381,667,0.379,4.1,162.0,2024-03-03,Referral
CUST0000169,31,Female,Chennai,Tamil Nadu,Self-employed,Transport and Logistics,23574,480,0.373,3.9,43.0,2024-03-16,Mobile App
CUST0000170,47,Male,Warangal,Telangana,Salaried,Sales and Retail,55185,673,0.354,3.2,77.0,2025-08-22,Mobile App
CUST0000171,41,Male,Jabalpur,Madhya Pradesh,Salaried,Manufacturing,50583,652,0.417,1.6,139.0,2025-03-16,DSA Agent
CUST0000172,25,Male,Howrah,West Bengal,Salaried,Finance and Accounting,70426,661,0.511,5.0,7.0,2025-02-27,Website
CUST0000173,47,Male,Chennai,Tamil Nadu,Salaried,Education,76255,779,0.061,6.7,82.0,2025-11-12,Social Media
CUST0000174,36,Male,Ghaziabad,Uttar Pradesh,Salaried,IT and Services,43223,613,0.642,0.5,31.0,2024-04-05,DSA Agent
CUST0000175,34,Female,Pune,Maharashtra,Self-employed,Other Services,113657,682,0.195,1.5,39.0,2025-07-29,DSA Agent
CUST0000176,24,Female,Salem,Tamil Nadu,Contract Worker,Manufacturing,37905,613,0.801,4.0,50.0,2024-10-21,Website
CUST0000177,39,Female,Dwarka,Delhi,Salaried,Healthcare,103142,661,0.291,2.9,67.0,2024-08-17,Website
CUST0000178,37,Male,New Delhi,Delhi,Gig Worker,Freelance Services,49312,597,0.426,1.1,76.0,2026-04-06,Partner Marketplace
CUST0000179,34,Male,Jaipur,Rajasthan,Self-employed,Sales and Retail,31907,626,0.836,12.4,52.0,2024-01-30,DSA Agent
CUST0000180,39,Male,Nagpur,Maharashtra,Salaried,Finance and Accounting,60487,707,0.305,5.9,88.0,2026-06-09,Partner Marketplace
CUST0000181,21,Male,Bengaluru,Karnataka,Salaried,Manufacturing,23586,636,0.436,0.8,102.0,2024-08-08,Website
CUST0000182,25,Male,Karimnagar,Telangana,Gig Worker,Delivery and Mobility,12013,693,0.402,5.0,52.0,2026-06-23,Mobile App
CUST0000183,31,Male,Ahmedabad,Gujarat,Salaried,Sales and Retail,81402,685,0.312,10.1,45.0,2025-03-10,Website
CUST0000184,40,Female,Mumbai,Maharashtra,Salaried,IT and Services,87578,756,0.477,5.8,74.0,2024-10-17,Partner Marketplace
CUST0000185,33,Male,Rohini,Delhi,Salaried,Healthcare,35386,729,0.168,6.8,36.0,2025-09-05,Mobile App
CUST0000186,41,Male,Visakhapatnam,Andhra Pradesh,Gig Worker,Transport and Logistics,31910,617,0.678,6.3,91.0,2024-12-01,Website
CUST0000187,38,Male,Coimbatore,Tamil Nadu,Salaried,Sales and Retail,28726,630,0.673,2.8,85.0,2024-08-23,Referral
CUST0000188,41,Male,Jaipur,Rajasthan,Salaried,Sales and Retail,53303,692,0.149,7.3,56.0,2024-02-13,Website
CUST0000189,42,Female,Mangaluru,Karnataka,Self-employed,Other Services,70520,705,0.263,4.3,86.0,2025-02-18,Website
CUST0000190,39,Female,Bengaluru,Karnataka,Small Business Owner,Retail Business,101037,750,0.142,12.5,60.0,2026-03-31,Website
CUST0000191,41,Male,Kanpur,Uttar Pradesh,Salaried,IT and Services,51708,669,0.388,6.7,22.0,2024-09-06,Website
CUST0000192,44,Female,Mangaluru,Karnataka,Gig Worker,Freelance Services,54427,581,0.33,2.6,53.0,2024-12-07,Mobile App
CUST0000193,44,Female,Surat,Gujarat,Small Business Owner,Food and Hospitality,58298,611,0.25,10.7,42.0,2024-12-25,Referral
CUST0000194,28,Male,Howrah,West Bengal,Salaried,Education,54370,611,0.436,0.8,31.0,2024-07-21,Mobile App
CUST0000195,35,Male,Jaipur,Rajasthan,Salaried,Sales and Retail,85802,753,0.243,4.1,65.0,2025-05-20,Partner Marketplace
CUST0000196,42,Male,Rohini,Delhi,Contract Worker,Sales and Retail,42097,702,0.447,8.2,68.0,2024-06-03,Website
CUST0000197,33,Male,Vadodara,Gujarat,Self-employed,Sales and Retail,75979,633,0.522,6.3,56.0,2025-06-03,Website
CUST0000198,41,Female,Mangaluru,Karnataka,Contract Worker,Manufacturing,56171,656,0.419,11.6,42.0,2025-10-22,Referral
CUST0000199,39,Female,Rajkot,Gujarat,Self-employed,Other Services,99398,643,0.364,2.6,32.0,2026-03-21,Mobile App
CUST0000200,38,Male,Thiruvananthapuram,Kerala,Salaried,Healthcare,77413,729,0.134,4.6,89.0,2025-05-28,Mobile App
CUST0000201,55,Female,Mangaluru,Karnataka,Small Business Owner,Small Business,140684,674,0.535,7.3,49.0,2025-05-31,Mobile App
CUST0000202,35,Male,Ghaziabad,Uttar Pradesh,Self-employed,Other Services,50520,622,0.592,2.9,95.0,2024-06-11,Paid Search
CUST0000203,46,Female,Nagpur,Maharashtra,Gig Worker,Delivery and Mobility,42693,591,0.834,2.6,42.0,2026-03-19,Mobile App
CUST0000204,23,Female,Nashik,Maharashtra,Salaried,Sales and Retail,48851,688,0.345,0.6,79.0,2026-05-22,Paid Search
CUST0000205,34,Female,Kozhikode,Kerala,Salaried,Sales and Retail,69060,685,0.221,3.7,33.0,2024-05-24,Mobile App
CUST0000206,23,Male,Rajkot,Gujarat,Salaried,Sales and Retail,56876,727,0.114,2.0,80.0,2024-03-27,Website
